"GEO_ID","NAME","POPGROUP","POPGROUP_LABEL","B08303_001E","B08303_001M","B08303_001MA","B08303_001EA","B08303_002E","B08303_002M","B08303_002MA","B08303_002EA","B08303_003E","B08303_003M","B08303_003MA","B08303_003EA","B08303_004E","B08303_004M","B08303_004MA","B08303_004EA","B08303_005E","B08303_005M","B08303_005MA","B08303_005EA","B08303_006E","B08303_006EA","B08303_006M","B08303_006MA","B08303_007E","B08303_007M","B08303_007MA","B08303_007EA","B08303_008E","B08303_008M","B08303_008MA","B08303_008EA","B08303_009E","B08303_009M","B08303_009MA","B08303_009EA","B08303_010E","B08303_010M","B08303_010MA","B08303_010EA","B08303_011E","B08303_011M","B08303_011MA","B08303_011EA","B08303_012E","B08303_012M","B08303_012MA","B08303_012EA","B08303_013E","B08303_013M","B08303_013MA","B08303_013EA",
"Geography","Geographic Area Name","Race/Ethnic Group","Population Groups","Estimate!!Total:","Margin of Error!!Total:","Annotation of Margin of Error!!Total:","Annotation of Estimate!!Total:","Estimate!!Total:!!Less than 5 minutes","Margin of Error!!Total:!!Less than 5 minutes","Annotation of Margin of Error!!Total:!!Less than 5 minutes","Annotation of Estimate!!Total:!!Less than 5 minutes","Estimate!!Total:!!5 to 9 minutes","Margin of Error!!Total:!!5 to 9 minutes","Annotation of Margin of Error!!Total:!!5 to 9 minutes","Annotation of Estimate!!Total:!!5 to 9 minutes","Estimate!!Total:!!10 to 14 minutes","Margin of Error!!Total:!!10 to 14 minutes","Annotation of Margin of Error!!Total:!!10 to 14 minutes","Annotation of Estimate!!Total:!!10 to 14 minutes","Estimate!!Total:!!15 to 19 minutes","Margin of Error!!Total:!!15 to 19 minutes","Annotation of Margin of Error!!Total:!!15 to 19 minutes","Annotation of Estimate!!Total:!!15 to 19 minutes","Estimate!!Total:!!20 to 24 minutes","Annotation of Estimate!!Total:!!20 to 24 minutes","Margin of Error!!Total:!!20 to 24 minutes","Annotation of Margin of Error!!Total:!!20 to 24 minutes","Estimate!!Total:!!25 to 29 minutes","Margin of Error!!Total:!!25 to 29 minutes","Annotation of Margin of Error!!Total:!!25 to 29 minutes","Annotation of Estimate!!Total:!!25 to 29 minutes","Estimate!!Total:!!30 to 34 minutes","Margin of Error!!Total:!!30 to 34 minutes","Annotation of Margin of Error!!Total:!!30 to 34 minutes","Annotation of Estimate!!Total:!!30 to 34 minutes","Estimate!!Total:!!35 to 39 minutes","Margin of Error!!Total:!!35 to 39 minutes","Annotation of Margin of Error!!Total:!!35 to 39 minutes","Annotation of Estimate!!Total:!!35 to 39 minutes","Estimate!!Total:!!40 to 44 minutes","Margin of Error!!Total:!!40 to 44 minutes","Annotation of Margin of Error!!Total:!!40 to 44 minutes","Annotation of Estimate!!Total:!!40 to 44 minutes","Estimate!!Total:!!45 to 59 minutes","Margin of Error!!Total:!!45 to 59 minutes","Annotation of Margin of Error!!Total:!!45 to 59 minutes","Annotation of Estimate!!Total:!!45 to 59 minutes","Estimate!!Total:!!60 to 89 minutes","Margin of Error!!Total:!!60 to 89 minutes","Annotation of Margin of Error!!Total:!!60 to 89 minutes","Annotation of Estimate!!Total:!!60 to 89 minutes","Estimate!!Total:!!90 or more minutes","Margin of Error!!Total:!!90 or more minutes","Annotation of Margin of Error!!Total:!!90 or more minutes","Annotation of Estimate!!Total:!!90 or more minutes",
"0500000US51001","Accomack County, Virginia","001","Total population","13248","649","null","null","221","88","null","null","1643","418","null","null","2334","412","null","null","2525","475","null","null","2406","null","401","null","563","172","null","null","1672","298","null","null","318","150","null","null","523","199","null","null","482","171","null","null","318","136","null","null","243","104","null","null",
"0500000US51003","Albemarle County, Virginia","001","Total population","45643","1374","null","null","1126","252","null","null","4154","542","null","null","7402","664","null","null","9695","680","null","null","8177","null","717","null","3678","447","null","null","5652","552","null","null","1129","270","null","null","997","181","null","null","1949","401","null","null","917","232","null","null","767","227","null","null",
"0500000US51005","Alleghany County, Virginia","001","Total population","6120","321","null","null","126","79","null","null","758","232","null","null","933","186","null","null","1169","241","null","null","1290","null","243","null","261","114","null","null","428","136","null","null","123","62","null","null","90","64","null","null","394","137","null","null","360","105","null","null","188","89","null","null",
"0500000US51007","Amelia County, Virginia","001","Total population","5783","432","null","null","131","77","null","null","183","120","null","null","491","204","null","null","447","240","null","null","197","null","98","null","212","131","null","null","883","362","null","null","395","170","null","null","205","102","null","null","1614","358","null","null","890","270","null","null","135","99","null","null",
"0500000US51009","Amherst County, Virginia","001","Total population","13753","472","null","null","367","127","null","null","1023","217","null","null","1515","226","null","null","2282","292","null","null","2688","null","356","null","1195","230","null","null","1707","301","null","null","539","179","null","null","285","133","null","null","669","194","null","null","988","211","null","null","495","180","null","null",
"0500000US51011","Appomattox County, Virginia","001","Total population","6947","373","null","null","391","178","null","null","490","139","null","null","790","181","null","null","826","235","null","null","684","null","237","null","615","160","null","null","1287","250","null","null","510","162","null","null","451","173","null","null","718","236","null","null","145","78","null","null","40","39","null","null",
"0500000US51013","Arlington County, Virginia","001","Total population","116672","1977","null","null","1294","275","null","null","5710","613","null","null","10341","836","null","null","15792","993","null","null","16326","null","941","null","10675","836","null","null","22124","1253","null","null","6404","522","null","null","7734","749","null","null","13093","830","null","null","6003","775","null","null","1176","260","null","null",
"0500000US51015","Augusta County, Virginia","001","Total population","34300","1099","null","null","921","260","null","null","3266","547","null","null","3889","564","null","null","4542","524","null","null","6603","null","652","null","3235","503","null","null","5205","646","null","null","1508","381","null","null","1391","292","null","null","2230","346","null","null","745","297","null","null","765","213","null","null",
"0500000US51019","Bedford County, Virginia","001","Total population","33940","791","null","null","492","171","null","null","2751","450","null","null","3480","461","null","null","5081","648","null","null","5220","null","593","null","3285","467","null","null","5558","548","null","null","1222","247","null","null","1637","279","null","null","3392","442","null","null","1390","268","null","null","432","143","null","null",
"0500000US51023","Botetourt County, Virginia","001","Total population","14632","694","null","null","359","140","null","null","803","210","null","null","1520","377","null","null","2279","366","null","null","2235","null","364","null","1850","325","null","null","2859","385","null","null","693","207","null","null","391","117","null","null","856","223","null","null","497","152","null","null","290","103","null","null",
"0500000US51025","Brunswick County, Virginia","001","Total population","5893","367","null","null","257","125","null","null","423","126","null","null","491","149","null","null","715","169","null","null","762","null","185","null","459","232","null","null","729","211","null","null","345","141","null","null","240","139","null","null","841","313","null","null","392","133","null","null","239","79","null","null",
"0500000US51027","Buchanan County, Virginia","001","Total population","5990","601","null","null","398","192","null","null","530","175","null","null","529","186","null","null","724","262","null","null","866","null","269","null","308","138","null","null","871","224","null","null","257","143","null","null","149","76","null","null","783","255","null","null","420","156","null","null","155","89","null","null",
"0500000US51029","Buckingham County, Virginia","001","Total population","5886","406","null","null","184","99","null","null","370","191","null","null","277","109","null","null","560","146","null","null","561","null","169","null","99","41","null","null","883","260","null","null","217","112","null","null","352","134","null","null","1158","211","null","null","742","179","null","null","483","156","null","null",
"0500000US51031","Campbell County, Virginia","001","Total population","24332","708","null","null","528","277","null","null","1749","428","null","null","3498","555","null","null","3933","518","null","null","4722","null","613","null","1889","330","null","null","4092","512","null","null","933","282","null","null","525","167","null","null","1442","294","null","null","654","183","null","null","367","152","null","null",
"0500000US51033","Caroline County, Virginia","001","Total population","14486","592","null","null","543","199","null","null","1736","534","null","null","1122","348","null","null","976","257","null","null","1212","null","279","null","956","317","null","null","2408","336","null","null","368","129","null","null","878","260","null","null","2098","336","null","null","1234","318","null","null","955","271","null","null",
"0500000US51035","Carroll County, Virginia","001","Total population","11790","750","null","null","286","162","null","null","1281","309","null","null","1715","356","null","null","2037","460","null","null","1392","null","267","null","358","154","null","null","1226","354","null","null","683","291","null","null","664","183","null","null","1137","304","null","null","764","287","null","null","247","110","null","null",
"0500000US51037","Charlotte County, Virginia","001","Total population","4291","288","null","null","258","145","null","null","386","128","null","null","564","139","null","null","309","81","null","null","363","null","136","null","276","109","null","null","611","149","null","null","161","89","null","null","236","130","null","null","518","127","null","null","477","143","null","null","132","58","null","null",
"0500000US51041","Chesterfield County, Virginia","001","Total population","160905","2005","null","null","2308","481","null","null","8591","826","null","null","15771","1234","null","null","21721","1301","null","null","29621","null","1435","null","17999","1282","null","null","31971","1589","null","null","8222","816","null","null","8022","982","null","null","9926","692","null","null","3851","567","null","null","2902","413","null","null",
"0500000US51043","Clarke County, Virginia","001","Total population","6381","401","null","null","235","128","null","null","435","167","null","null","446","197","null","null","275","104","null","null","692","null","211","null","587","146","null","null","915","226","null","null","216","104","null","null","429","172","null","null","940","200","null","null","905","222","null","null","306","136","null","null",
"0500000US51047","Culpeper County, Virginia","001","Total population","23820","699","null","null","797","372","null","null","2261","531","null","null","3358","501","null","null","2860","395","null","null","2076","null","416","null","862","262","null","null","2014","421","null","null","448","147","null","null","828","270","null","null","2441","423","null","null","3390","444","null","null","2485","499","null","null",
"0500000US51049","Cumberland County, Virginia","001","Total population","4586","360","null","null","104","91","null","null","427","190","null","null","560","241","null","null","311","115","null","null","273","null","115","null","218","140","null","null","678","217","null","null","150","76","null","null","73","44","null","null","396","144","null","null","992","222","null","null","404","154","null","null",
"0500000US51051","Dickenson County, Virginia","001","Total population","4161","364","null","null","134","94","null","null","556","164","null","null","564","203","null","null","440","163","null","null","471","null","142","null","218","96","null","null","676","172","null","null","109","66","null","null","68","47","null","null","524","168","null","null","290","100","null","null","111","64","null","null",
"0500000US51053","Dinwiddie County, Virginia","001","Total population","12253","746","null","null","677","355","null","null","603","218","null","null","872","283","null","null","1208","304","null","null","1445","null","310","null","1371","373","null","null","2006","422","null","null","632","199","null","null","807","260","null","null","1375","308","null","null","894","228","null","null","363","189","null","null",
"0500000US51057","Essex County, Virginia","001","Total population","4058","364","null","null","120","75","null","null","459","166","null","null","428","148","null","null","569","213","null","null","277","null","117","null","218","108","null","null","328","134","null","null","41","38","null","null","122","86","null","null","426","150","null","null","813","199","null","null","257","98","null","null",
"0500000US51059","Fairfax County, Virginia","001","Total population","503905","3358","null","null","5683","543","null","null","25279","1361","null","null","43516","1592","null","null","60763","2068","null","null","68378","null","2064","null","36224","1366","null","null","85587","1948","null","null","23088","1167","null","null","31803","1109","null","null","63691","1596","null","null","46818","1560","null","null","13075","963","null","null",
"0500000US51061","Fauquier County, Virginia","001","Total population","32012","772","null","null","786","198","null","null","2615","462","null","null","2379","326","null","null","3219","460","null","null","3061","null","372","null","1078","222","null","null","3337","448","null","null","887","193","null","null","1683","355","null","null","4495","553","null","null","5916","530","null","null","2556","326","null","null",
"0500000US51063","Floyd County, Virginia","001","Total population","6822","424","null","null","290","137","null","null","500","138","null","null","707","236","null","null","591","249","null","null","474","null","182","null","324","147","null","null","928","248","null","null","230","101","null","null","404","141","null","null","1201","306","null","null","1033","278","null","null","140","100","null","null",
"0500000US51065","Fluvanna County, Virginia","001","Total population","11398","591","null","null","231","121","null","null","614","198","null","null","634","231","null","null","830","282","null","null","1149","null","218","null","1269","254","null","null","2315","338","null","null","682","311","null","null","813","233","null","null","1715","348","null","null","771","221","null","null","375","152","null","null",
"0500000US51067","Franklin County, Virginia","001","Total population","21065","810","null","null","637","191","null","null","1508","421","null","null","1851","347","null","null","2636","496","null","null","1929","null","387","null","1294","333","null","null","4838","620","null","null","569","153","null","null","846","237","null","null","2898","441","null","null","1573","353","null","null","486","210","null","null",
"0500000US51069","Frederick County, Virginia","001","Total population","39981","1018","null","null","546","173","null","null","2157","401","null","null","4635","560","null","null","8484","778","null","null","5373","null","622","null","2392","364","null","null","4189","562","null","null","885","249","null","null","799","181","null","null","2598","379","null","null","4579","475","null","null","3344","492","null","null",
"0500000US51071","Giles County, Virginia","001","Total population","7411","402","null","null","370","132","null","null","826","237","null","null","875","239","null","null","616","186","null","null","585","null","143","null","457","148","null","null","1230","250","null","null","332","128","null","null","686","181","null","null","1024","263","null","null","199","114","null","null","211","139","null","null",
"0500000US51073","Gloucester County, Virginia","001","Total population","17512","763","null","null","336","125","null","null","1239","338","null","null","1734","344","null","null","1546","314","null","null","1323","null","298","null","875","205","null","null","2414","509","null","null","574","187","null","null","1264","310","null","null","3165","540","null","null","2493","417","null","null","549","164","null","null",
"0500000US51075","Goochland County, Virginia","001","Total population","9552","582","null","null","143","118","null","null","655","296","null","null","684","216","null","null","1308","280","null","null","1555","null","344","null","658","178","null","null","1317","299","null","null","761","229","null","null","471","147","null","null","1380","309","null","null","383","163","null","null","237","154","null","null",
"0500000US51077","Grayson County, Virginia","001","Total population","5787","313","null","null","259","93","null","null","476","116","null","null","872","189","null","null","796","191","null","null","877","null","195","null","366","111","null","null","1059","209","null","null","137","65","null","null","140","53","null","null","469","123","null","null","195","70","null","null","141","57","null","null",
"0500000US51079","Greene County, Virginia","001","Total population","9141","478","null","null","62","45","null","null","557","202","null","null","747","229","null","null","1268","286","null","null","1216","null","257","null","1177","302","null","null","1308","338","null","null","445","159","null","null","524","185","null","null","1127","277","null","null","351","125","null","null","359","242","null","null",
"0500000US51081","Greensville County, Virginia","001","Total population","3418","395","null","null","45","49","null","null","279","120","null","null","915","248","null","null","567","156","null","null","271","null","104","null","300","141","null","null","356","189","null","null","5","9","null","null","114","70","null","null","363","133","null","null","161","81","null","null","42","47","null","null",
"0500000US51083","Halifax County, Virginia","001","Total population","12678","650","null","null","454","150","null","null","1515","305","null","null","1958","356","null","null","1921","317","null","null","1579","null","301","null","879","220","null","null","1645","363","null","null","311","135","null","null","399","158","null","null","1007","234","null","null","779","209","null","null","231","113","null","null",
"0500000US51085","Hanover County, Virginia","001","Total population","49831","1166","null","null","1303","269","null","null","3393","415","null","null","4777","528","null","null","6727","655","null","null","8773","null","629","null","5524","578","null","null","8810","763","null","null","2425","524","null","null","2002","340","null","null","3222","431","null","null","1444","268","null","null","1431","340","null","null",
"0500000US51087","Henrico County, Virginia","001","Total population","146361","2150","null","null","2356","388","null","null","12909","931","null","null","22033","1382","null","null","30512","1686","null","null","29938","null","1596","null","11405","927","null","null","20351","1333","null","null","3260","443","null","null","2727","440","null","null","5125","590","null","null","2735","458","null","null","3010","465","null","null",
"0500000US51089","Henry County, Virginia","001","Total population","18898","741","null","null","471","192","null","null","1453","358","null","null","2451","368","null","null","3281","445","null","null","4276","null","500","null","1392","294","null","null","2281","414","null","null","406","155","null","null","804","247","null","null","831","222","null","null","914","257","null","null","338","116","null","null",
"0500000US51093","Isle of Wight County, Virginia","001","Total population","17009","584","null","null","517","183","null","null","1165","245","null","null","1385","298","null","null","2110","404","null","null","1606","null","318","null","1734","439","null","null","2690","345","null","null","1072","211","null","null","693","187","null","null","2476","333","null","null","1277","302","null","null","284","136","null","null",
"0500000US51095","James City County, Virginia","001","Total population","30698","1227","null","null","506","208","null","null","2902","623","null","null","5176","584","null","null","5985","653","null","null","4646","null","622","null","1213","314","null","null","3163","465","null","null","882","200","null","null","1091","263","null","null","2500","414","null","null","1951","419","null","null","683","227","null","null",
"0500000US51099","King George County, Virginia","001","Total population","12391","451","null","null","350","157","null","null","827","214","null","null","1851","330","null","null","1259","254","null","null","1236","null","197","null","802","209","null","null","1199","250","null","null","335","125","null","null","876","240","null","null","1296","264","null","null","1061","193","null","null","1299","307","null","null",
"0500000US51101","King William County, Virginia","001","Total population","8303","447","null","null","145","94","null","null","471","159","null","null","495","207","null","null","350","135","null","null","660","null","215","null","530","205","null","null","952","226","null","null","721","203","null","null","628","173","null","null","2119","355","null","null","971","290","null","null","261","143","null","null",
"0500000US51103","Lancaster County, Virginia","001","Total population","3460","299","null","null","128","60","null","null","518","162","null","null","769","164","null","null","461","130","null","null","380","null","147","null","147","58","null","null","299","115","null","null","39","35","null","null","23","27","null","null","162","81","null","null","152","79","null","null","382","170","null","null",
"0500000US51105","Lee County, Virginia","001","Total population","6389","624","null","null","330","123","null","null","466","209","null","null","825","202","null","null","1626","418","null","null","645","null","185","null","277","134","null","null","444","155","null","null","191","85","null","null","107","69","null","null","827","211","null","null","432","163","null","null","219","109","null","null",
"0500000US51107","Loudoun County, Virginia","001","Total population","178445","2329","null","null","3155","530","null","null","11374","876","null","null","19318","1161","null","null","20900","1254","null","null","20322","null","1056","null","12008","805","null","null","22729","975","null","null","7151","650","null","null","9202","649","null","null","23149","982","null","null","21199","990","null","null","7938","695","null","null",
"0500000US51109","Louisa County, Virginia","001","Total population","15355","711","null","null","329","142","null","null","1047","242","null","null","988","227","null","null","1346","279","null","null","1359","null","326","null","970","318","null","null","2345","506","null","null","1061","249","null","null","1121","279","null","null","2903","467","null","null","1288","288","null","null","598","144","null","null",
"0500000US51111","Lunenburg County, Virginia","001","Total population","4289","315","null","null","186","85","null","null","373","124","null","null","304","137","null","null","571","178","null","null","484","null","213","null","332","123","null","null","391","125","null","null","180","104","null","null","193","93","null","null","692","199","null","null","368","131","null","null","215","117","null","null",
"0500000US51113","Madison County, Virginia","001","Total population","5520","407","null","null","238","168","null","null","545","218","null","null","448","193","null","null","637","241","null","null","842","null","229","null","388","159","null","null","834","204","null","null","145","131","null","null","258","159","null","null","630","213","null","null","305","144","null","null","250","151","null","null",
"0500000US51115","Mathews County, Virginia","001","Total population","3083","351","null","null","110","81","null","null","114","74","null","null","238","167","null","null","323","155","null","null","192","null","110","null","207","152","null","null","667","263","null","null","22","36","null","null","95","97","null","null","175","124","null","null","746","261","null","null","194","96","null","null",
"0500000US51117","Mecklenburg County, Virginia","001","Total population","11497","543","null","null","681","187","null","null","1854","345","null","null","1782","344","null","null","1271","281","null","null","1415","null","304","null","586","167","null","null","1298","221","null","null","487","143","null","null","305","120","null","null","829","205","null","null","506","193","null","null","483","144","null","null",
"0500000US51119","Middlesex County, Virginia","001","Total population","3886","300","null","null","209","91","null","null","343","101","null","null","396","138","null","null","549","177","null","null","415","null","114","null","195","92","null","null","460","125","null","null","183","91","null","null","68","37","null","null","456","143","null","null","565","191","null","null","47","32","null","null",
"0500000US51121","Montgomery County, Virginia","001","Total population","40321","1135","null","null","1292","297","null","null","6801","681","null","null","9920","884","null","null","8200","754","null","null","5352","null","599","null","1850","420","null","null","2684","368","null","null","582","188","null","null","708","219","null","null","1752","445","null","null","922","230","null","null","258","133","null","null",
"0500000US51125","Nelson County, Virginia","001","Total population","5427","524","null","null","221","112","null","null","301","127","null","null","492","183","null","null","398","157","null","null","348","null","151","null","268","127","null","null","760","211","null","null","490","160","null","null","590","246","null","null","1124","295","null","null","383","126","null","null","52","47","null","null",
"0500000US51127","New Kent County, Virginia","001","Total population","9640","636","null","null","160","161","null","null","361","151","null","null","487","193","null","null","845","234","null","null","1177","null","287","null","738","233","null","null","2452","433","null","null","472","205","null","null","496","179","null","null","1912","341","null","null","373","152","null","null","167","99","null","null",
